accuracy,precision,recall,f1_score,cross_entropy,training_time
0.5086,0.5117022105852136,0.5085999999999999,0.5002349164021321,1.4036686021690996,1228.8080430030823
epoch,avg_loss,accuracy
172,1.5449052434436479,0.5032
173,1.547181342401429,0.5008
174,1.5445316410632415,0.5105
175,1.5420494391237924,0.5046
176,1.5453688642517502,0.4982
177,1.5451674461923361,0.502
178,1.5462011906217565,0.505
179,1.537905674282616,0.5028
180,1.5437851679465184,0.5066
181,1.5430420478946982,0.5045
182,1.541487401880003,0.5022
183,1.5488805377133967,0.5042
184,1.5492211013474242,0.5075
185,1.5425000312785841,0.5027
186,1.5423695593014086,0.5047
187,1.5426475939521156,0.5048
188,1.54718473736721,0.5035
189,1.5462378300624113,0.5063
190,1.5481308321232252,0.4999
191,1.5485499379031333,0.5057
192,1.5431696623865925,0.5048
193,1.5386456497479768,0.5064
194,1.5486607365692602,0.5069
195,1.5451467673679296,0.5009
196,1.5422796433159374,0.5086
197,1.5461092902541385,0.5013
198,1.5468603396366432,0.5096
199,1.5453748523143618,0.5086
